session_id,timestamp,label,quaternion_w,quaternion_x,quaternion_y,quaternion_z,position_x,position_y,position_z,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,magnetometer_x,magnetometer_y,magnetometer_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,gravity_x,gravity_y,gravity_z
3_20251106_150305,1762412547937,3,0.15911254286766052,0.4389386475086212,0.7274908423423767,0.502765417098999,1.4231990575790405,1.708571434020996,-2.503180503845215,2.1467885971069336,8.480688095092773,-4.39585018157959,0.061109378933906555,0.01490510068833828,-0.0013286294415593147,19.860454559326172,-4.197532653808594,20.22209358215332,0.010445117950439453,-0.12244606018066406,-0.03941679000854492,2.136343479156494,8.603134155273438,-4.356433391571045
3_20251106_150305,1762412547955,3,0.15852229297161102,0.43890705704689026,0.7277899384498596,0.5025466084480286,1.4234740734100342,1.7076046466827393,-2.504512310028076,2.108483076095581,8.504629135131836,-4.389864921569824,0.05683332681655884,0.02528980001807213,-0.02026543766260147,19.78955078125,-4.16448974609375,20.2064266204834,-0.02228832244873047,-0.07880401611328125,-0.026745319366455078,2.1307713985443115,8.583433151245117,-4.363119602203369
3_20251106_150305,1762412547975,3,0.15801869332790375,0.4388778507709503,0.728134036064148,0.5022321343421936,1.4233946800231934,1.7060788869857788,-2.506410598754883,2.0091280937194824,8.417243957519531,-4.5251312255859375,0.0641637071967125,0.04422660544514656,-0.03736964985728264,19.730327606201172,-4.1429443359375,20.16395378112793,-0.09731459617614746,-0.1329507827758789,-0.1296091079711914,2.10644268989563,8.55019474029541,-4.395522117614746
3_20251106_150305,1762412547993,3,0.1575322151184082,0.438559353351593,0.72861647605896,0.5019634962081909,1.422904372215271,1.704323172569275,-2.5088155269622803,1.934910774230957,8.366968154907227,-4.713068962097168,0.0635528415441513,0.04972438886761665,-0.01721111312508583,19.73214340209961,-4.105674743652344,20.205293655395508,-0.13722562789916992,-0.14658164978027344,-0.25403738021850586,2.072136402130127,8.5135498046875,-4.459031581878662
3_20251106_150305,1762412548012,3,0.15699315071105957,0.43821361660957336,0.7292263507843018,0.5015484690666199,1.4221512079238892,1.702410101890564,-2.512144088745117,1.9768075942993164,8.4579439163208,-4.793271064758301,0.02995527721941471,0.03995055332779884,0.031047198921442032,19.698406219482422,-4.057830810546875,20.204877853393555,-0.0762629508972168,-0.04448509216308594,-0.2673916816711426,2.053070545196533,8.502429008483887,-4.525879383087158
3_20251106_150305,1762412548031,3,0.15638533234596252,0.43813052773475647,0.7297759652137756,0.501011312007904,1.4215089082717896,1.7005362510681152,-2.515629291534424,2.079753875732422,8.481884956359863,-4.64363956451416,0.0006337715312838554,0.012461640872061253,0.08358156681060791,19.711406707763672,-4.0327301025390625,20.2869930267334,0.0213468074798584,-0.016435623168945312,-0.0942082405090332,2.0584070682525635,8.498320579528809,-4.549431324005127
3_20251106_150305,1762412548051,3,0.15583789348602295,0.43851563334465027,0.7299746870994568,0.5005552172660828,1.4213535785675049,1.6986706256866455,-2.5188441276550293,2.218611717224121,8.50103759765625,-4.460491180419922,-0.0030314167961478233,-0.015638137236237526,0.11412480473518372,19.592056274414062,-4.002464294433594,20.22881507873535,0.12816381454467773,0.0021734237670898438,0.0711522102355957,2.0904479026794434,8.49886417388916,-4.531643390655518
3_20251106_150305,1762412548070,3,0.1553153693675995,0.4393100440502167,0.7297945618629456,0.5002836585044861,1.421763300895691,1.6972253322601318,-2.521043300628662,2.310784339904785,8.559693336486816,-4.308465957641602,-0.0030314167961478233,-0.015638137236237526,0.11412480473518372,19.55730438232422,-3.9791946411132812,20.17380714416504,0.1762690544128418,0.04866313934326172,0.1785421371459961,2.1345152854919434,8.511030197143555,-4.487008094787598
3_20251106_150305,1762412548089,3,0.15479275584220886,0.44022056460380554,0.7293850779533386,0.5002424716949463,1.4228190183639526,1.6958513259887695,-2.522843837738037,2.3395137786865234,8.560890197753906,-4.315648078918457,0.0018555009737610817,-0.01258381363004446,0.09213367104530334,19.544723510742188,-3.98052978515625,20.227380752563477,0.16399884223937988,0.03988838195800781,0.13708782196044922,2.1755149364471436,8.521001815795898,-4.452735900878906
3_20251106_150305,1762412548107,3,0.15421755611896515,0.4406425952911377,0.7290635108947754,0.5005171895027161,1.423892617225647,1.6946510076522827,-2.524299144744873,2.2449467182159424,8.510614395141602,-4.4185943603515625,0.009796742349863052,0.01857028715312481,0.032879795879125595,19.568897247314453,-3.9792098999023438,20.255395889282227,0.05554533004760742,-0.008310317993164062,0.027313232421875,2.189401388168335,8.518924713134766,-4.4459075927734375
3_20251106_150305,1762412548127,3,0.15366791188716888,0.4404538571834564,0.7290288209915161,0.5009027123451233,1.4249072074890137,1.693336844444275,-2.526207208633423,2.1503796577453613,8.503432273864746,-4.568225383758545,0.012240203097462654,0.05644389986991882,-0.0495869405567646,19.56689453125,-4.005134582519531,20.335966110229492,-0.031217336654663086,-0.012393951416015625,-0.0978541374206543,2.1815969944000244,8.515826225280762,-4.470371246337891
3_20251106_150305,1762412548146,3,0.15324395895004272,0.4399448335170746,0.7292429208755493,0.5011681914329529,1.425612449645996,1.6921299695968628,-2.5283520221710205,2.104891777038574,8.508220672607422,-4.624486923217773,-0.010972658172249794,0.04361573979258537,-0.03126100078225136,19.454105377197266,-4.0629119873046875,20.37104606628418,-0.061364173889160156,-0.006084442138671875,-0.12329244613647461,2.1662559509277344,8.514305114746094,-4.501194477081299
3_20251106_150305,1762412548165,3,0.15292973816394806,0.439377099275589,0.7295758724212646,0.5012776851654053,1.425612449645996,1.6921299695968628,-2.5283520221710205,2.104891777038574,8.508220672607422,-4.624486923217773,-0.010972658172249794,0.04361573979258537,-0.03126100078225136,19.439903259277344,-4.1012420654296875,20.35624885559082,-0.061364173889160156,-0.006084442138671875,-0.12329244613647461,2.1662559509277344,8.514305114746094,-4.501194477081299
3_20251106_150305,1762412548185,3,0.1527424454689026,0.4390736222267151,0.729802668094635,0.501270592212677,1.4260705709457397,1.6895630359649658,-2.5326316356658936,2.0366601943969727,8.509416580200195,-4.539496421813965,-0.016470439732074738,0.019792018458247185,-0.0013286294415593147,19.37635040283203,-4.155174255371094,20.325708389282227,-0.08753800392150879,0.003958702087402344,-0.027769088745117188,2.1241981983184814,8.505457878112793,-4.511727333068848
3_20251106_150305,1762412548204,3,0.15258599817752838,0.43903523683547974,0.7298775315284729,0.5012428164482117,1.4260705709457397,1.6895630359649658,-2.5326316356658936,2.0366601943969727,8.509416580200195,-4.539496421813965,-0.009750928729772568,0.05155698210000992,0.03410152345895767,19.42591094970703,-4.127693176269531,20.4092960357666,-0.08753800392150879,0.003958702087402344,-0.027769088745117188,2.1241981983184814,8.505457878112793,-4.511727333068848
3_20251106_150305,1762412548221,3,0.15222510695457458,0.4389198124408722,0.7299562692642212,0.5013390183448792,1.4260531663894653,1.688346266746521,-2.535029172897339,2.0989065170288086,8.50343132019043,-4.616106986999512,-0.009750928729772568,0.05155698210000992,0.03410152345895767,19.38805389404297,-4.143440246582031,20.488656997680664,-0.0202333927154541,-0.001621246337890625,-0.08350372314453125,2.1191399097442627,8.50505256652832,-4.5326032638549805
3_20251106_150305,1762412548242,3,0.15175707638263702,0.43884924054145813,0.7299628257751465,0.5015330910682678,1.4267475605010986,1.6865742206573486,-2.5388681888580322,2.2605085372924805,8.55610179901123,-4.386274337768555,-0.030520329251885414,0.02528980001807213,0.03593411669135094,19.37747573852539,-4.1188507080078125,20.461660385131836,0.10081839561462402,0.03458690643310547,0.12199687957763672,2.1596901416778564,8.521514892578125,-4.508271217346191
3_20251106_150305,1762412548261,3,0.15137286484241486,0.43897098302841187,0.7298586368560791,0.5016942620277405,1.427475929260254,1.6859170198440552,-2.540142059326172,2.265296459197998,8.55729866027832,-4.399441719055176,-0.024411682039499283,0.03445276990532875,0.002947423607110977,19.302753448486328,-4.1490020751953125,20.4852237701416,0.08448505401611328,0.028627395629882812,0.08706378936767578,2.1808114051818848,8.528671264648438,-4.486505508422852
3_20251106_150305,1762412548280,3,0.1511085033416748,0.4389727711677551,0.7296561598777771,0.5020667910575867,1.428374171257019,1.6852630376815796,-2.5412075519561768,2.2233996391296387,8.54173755645752,-4.3946533203125,-0.03235292434692383,0.05155698210000992,-0.023930624127388,19.24102020263672,-4.1656646728515625,20.496023178100586,0.034070491790771484,0.010453224182128906,0.07348203659057617,2.189329147338867,8.53128433227539,-4.468135356903076
3_20251106_150305,1762412548298,3,0.15082420408725739,0.43860387802124023,0.7296132445335388,0.5025367736816406,1.4290580749511719,1.684614658355713,-2.5418343544006348,2.155168056488037,8.495052337646484,-4.352756500244141,-0.0494571328163147,0.06621773540973663,-0.045310888439416885,19.30245590209961,-4.149406433105469,20.525774002075195,-0.0273287296295166,-0.028985977172851562,0.09230327606201172,2.1824967861175537,8.524038314819336,-4.445059776306152
3_20251106_150305,1762412548318,3,0.1506269872188568,0.43795251846313477,0.7296385169029236,0.5031269192695618,1.4295659065246582,1.683784008026123,-2.542295455932617,2.112074136734009,8.475899696350098,-4.379092216491699,-0.05923096835613251,0.07965676486492157,-0.04408916085958481,19.290172576904297,-4.150337219238281,20.538801193237305,-0.05633807182312012,-0.03851032257080078,0.05277395248413086,2.168412208557129,8.514410018920898,-4.43186616897583
3_20251106_150305,1762412548336,3,0.15044842660427094,0.4370800852775574,0.7297248244285583,0.5038133859634399,1.4299291372299194,1.6829642057418823,-2.5423741340637207,2.139606475830078,8.469914436340332,-4.303677558898926,-0.06595048308372498,0.07232639193534851,-0.014767652377486229,19.243343353271484,-4.116111755371094,20.564664840698242,-0.023044586181640625,-0.03559684753417969,0.10255098342895508,2.1626510620117188,8.505511283874512,-4.406228542327881
3_20251106_150305,1762412548358,3,0.1503002792596817,0.43625837564468384,0.7297623157501221,0.5045149922370911,1.4304026365280151,1.6820124387741089,-2.542043447494507,2.1922764778137207,8.477096557617188,-4.27016019821167,-0.04518108069896698,0.036285363137722015,0.030436335131525993,19.205474853515625,-4.143470764160156,20.549150466918945,0.023700237274169922,-0.022731781005859375,0.10885477066040039,2.168576240539551,8.499828338623047,-4.37901496887207
3_20251106_150305,1762412548375,3,0.1501494199037552,0.4358397126197815,0.7295767068862915,0.5051897764205933,1.4310296773910522,1.6816264390945435,-2.5416040420532227,2.2413554191589355,8.672215461730957,-4.327618598937988,0.004909825511276722,-0.016859864816069603,0.0896902084350586,19.205474853515625,-4.143470764160156,20.549150466918945,0.05822324752807617,0.1379098892211914,0.041117191314697266,2.1831321716308594,8.534305572509766,-4.3687357902526855
3_20251106_150305,1762412548395,3,0.14981485903263092,0.4360505938529968,0.7292696833610535,0.5055503845214844,1.4310296773910522,1.6816264390945435,-2.5416040420532227,2.2413554191589355,8.672215461730957,-4.327618598937988,0.041561707854270935,-0.061452992260456085,0.1507766842842102,19.203460693359375,-4.181007385253906,20.534841537475586,0.05822324752807617,0.1379098892211914,0.041117191314697266,2.1831321716308594,8.534305572509766,-4.3687357902526855
