session_id,timestamp,label,quaternion_w,quaternion_x,quaternion_y,quaternion_z,position_x,position_y,position_z,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,magnetometer_x,magnetometer_y,magnetometer_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,gravity_x,gravity_y,gravity_z
0_20251106_211941,1762435143786,0,0.4415351152420044,0.33021244406700134,0.4140281677246094,0.7242838740348816,0.4695078730583191,3.551508665084839,1.9185807704925537,1.19752836227417,8.811073303222656,4.3090925216674805,-0.09980383515357971,-0.019937096163630486,-0.056569889187812805,20.589439392089844,-24.466232299804688,-1.5895767211914062,-0.22282910346984863,-0.6770877838134766,0.00858163833618164,1.4203574657440186,9.488161087036133,4.300510883331299
0_20251106_211941,1762435143805,0,0.4424247443675995,0.3298211395740509,0.4133799374103546,0.72428959608078,0.47661837935447693,3.540796995162964,1.9316964149475098,1.2513957023620605,8.84578800201416,4.371338844299316,-0.09980383515357971,-0.019937096163630486,-0.056569889187812805,20.655502319335938,-24.37409210205078,-1.6123085021972656,-0.13516950607299805,-0.5138988494873047,0.056662559509277344,1.3865652084350586,9.359686851501465,4.314676284790039
0_20251106_211941,1762435143825,0,0.4433004558086395,0.3294040262699127,0.4125860631465912,0.7243965864181519,0.48301562666893005,3.5291125774383545,1.9449489116668701,1.2561838626861572,8.809876441955566,4.603566646575928,-0.12057323753833771,-0.015050179325044155,-0.056569889187812805,20.668392181396484,-24.360740661621094,-1.6115531921386719,-0.10430514812469482,-0.4398479461669922,0.23111248016357422,1.360489010810852,9.249724388122559,4.3724541664123535
0_20251106_211941,1762435143842,0,0.44429612159729004,0.3289121985435486,0.41177040338516235,0.7244741916656494,0.48834535479545593,3.517357349395752,1.957303762435913,1.1867549419403076,8.74643325805664,4.546108245849609,-0.12057323753833771,-0.015050179325044155,-0.056569889187812805,20.757600784301758,-24.303466796875,-1.7557430267333984,-0.13898718357086182,-0.4026327133178711,0.13892316818237305,1.3257421255111694,9.149065971374512,4.407185077667236
0_20251106_211941,1762435143862,0,0.44508126378059387,0.32821404933929443,0.41135773062705994,0.7245433330535889,0.49333396553993225,3.503739595413208,1.9703561067581177,1.1161290407180786,8.751220703125,4.410841941833496,-0.08941914141178131,0.005108356010168791,-0.07550669461488724,20.800094604492188,-24.200225830078125,-1.7927093505859375,-0.16769051551818848,-0.31827640533447266,0.002925395965576172,1.283819556236267,9.069497108459473,4.40791654586792
0_20251106_211941,1762435143881,0,0.4459169805049896,0.3275480568408966,0.4109277129173279,0.724574863910675,0.49756985902786255,3.490480899810791,1.9817333221435547,1.1867549419403076,8.716506958007812,4.2612104415893555,-0.11263199150562286,-0.0003894263645634055,-0.030302703380584717,20.873804092407227,-24.19464874267578,-1.8708648681640625,-0.07765161991119385,-0.2823915481567383,-0.11736488342285156,1.2644065618515015,8.99889850616455,4.378575325012207
0_20251106_211941,1762435143900,0,0.44661563634872437,0.3270447850227356,0.41017377376556396,0.7247990369796753,0.5016206502914429,3.4771597385406494,1.9922558069229126,1.274139642715454,8.73446273803711,4.274378299713135,-0.16577723622322083,-0.05353465676307678,-0.004646388813853264,20.884876251220703,-24.21856689453125,-1.9114513397216797,0.00778651237487793,-0.2115488052368164,-0.0833578109741211,1.2663531303405762,8.946011543273926,4.357736110687256
0_20251106_211941,1762435143920,0,0.44751712679862976,0.32682791352272034,0.408748984336853,0.7251456379890442,0.5055855512619019,3.464052200317383,2.002526044845581,1.3088539838790894,8.781147003173828,4.457526683807373,-0.16577723622322083,-0.05353465676307678,-0.004646388813853264,20.932903289794922,-24.23956298828125,-2.0046310424804688,0.03400075435638428,-0.13189125061035156,0.07983255386352539,1.274853229522705,8.91303825378418,4.377694129943848
0_20251106_211941,1762435143940,0,0.4486682116985321,0.326546847820282,0.40692800283432007,0.7255849838256836,0.5096137523651123,3.4508094787597656,2.0135083198547363,1.2956864833831787,8.868532180786133,4.611946105957031,-0.2238093763589859,-0.0681954100728035,-0.044352591037750244,20.948402404785156,-24.1878662109375,-2.0706653594970703,0.016666650772094727,-0.03560447692871094,0.18740177154541016,1.279019832611084,8.904136657714844,4.424544334411621
0_20251106_211941,1762435143960,0,0.45004966855049133,0.32602056860923767,0.4051455855369568,0.7259634733200073,0.5130981802940369,3.438277244567871,2.0246312618255615,1.166405200958252,8.920005798339844,4.651448726654053,-0.21037034690380096,-0.049869466572999954,-0.07550669461488724,20.936908721923828,-24.187713623046875,-2.165769577026367,-0.09009170532226562,0.0126953125,0.18152379989624023,1.2564969062805176,8.907310485839844,4.4699249267578125
0_20251106_211941,1762435143977,0,0.451486200094223,0.32526183128356934,0.40364646911621094,0.7262468338012695,0.5156816244125366,3.427534341812134,2.0343053340911865,1.095779299736023,8.896064758300781,4.536531925201416,-0.20426170527935028,-0.06697367876768112,-0.07367410510778427,21.000125885009766,-24.169029235839844,-2.379314422607422,-0.12857401371002197,-0.008996009826660156,0.05328559875488281,1.224353313446045,8.905060768127441,4.483246326446533
0_20251106_211941,1762435143996,0,0.453035831451416,0.3246716856956482,0.40209895372390747,0.7264043092727661,0.518021285533905,3.4166057109832764,2.043787956237793,1.132887840270996,8.848182678222656,4.403659820556641,-0.21037034690380096,-0.09934951364994049,-0.04862865060567856,21.000125885009766,-24.169029235839844,-2.379314422607422,-0.07317233085632324,-0.045502662658691406,-0.06366920471191406,1.2060601711273193,8.893685340881348,4.467329025268555
0_20251106_211941,1762435144015,0,0.4546014368534088,0.3244057297706604,0.4002974331378937,0.7265400290489197,0.5200235247612,3.406019687652588,2.0522704124450684,1.1257054805755615,8.819452285766602,4.275575160980225,-0.24702224135398865,-0.13722312450408936,-0.050461240112781525,20.99929428100586,-24.20494842529297,-2.555818557739258,-0.06428372859954834,-0.059386253356933594,-0.15340328216552734,1.1899892091751099,8.878838539123535,4.428978443145752
0_20251106_211941,1762435144034,0,0.45649033784866333,0.3242957890033722,0.39806827902793884,0.7266294956207275,0.5211843848228455,3.3955209255218506,2.059648275375366,0.9198129177093506,8.717703819274902,4.181008338928223,-0.28795018792152405,-0.13294707238674164,-0.07795015722513199,21.02806854248047,-24.150978088378906,-2.7700424194335938,-0.2161409854888916,-0.1289072036743164,-0.19837617874145508,1.1359539031982422,8.846611022949219,4.379384517669678
